R:A::C:P,0,1,2 4,3 6,5
0,0.12598425196850394,0.0811965811965812,0.036312849162011177,0.013297872340425532,0.029411764705882353
1,0.36220472440944884,0.43162393162393164,0.24860335195530725,0.19680851063829788,0.14705882352941177
2 4,0.18503937007874016,0.23504273504273504,0.2988826815642458,0.2553191489361702,0.2529411764705882
3 6,0.25984251968503935,0.20085470085470086,0.34916201117318435,0.45478723404255317,0.49411764705882355
5,0.06692913385826772,0.05128205128205128,0.0670391061452514,0.0797872340425532,0.07647058823529412
