R:A::C:P,0,1,2 6,3,4,5
0,23,13,11,5,12,9
1,60,70,70,31,23,26
2 6,35,48,72,39,49,39
3,4,8,15,9,6,8
4,7,1,12,4,7,8
5,7,7,15,7,9,12
