R:A::C:P,0,1 4,2 5 6,3
0,0.12598425196850394,0.0589622641509434,0.026119402985074626,0.016853932584269662
1 4,0.3937007874015748,0.4056603773584906,0.251865671641791,0.2640449438202247
2 5 6,0.41338582677165353,0.4740566037735849,0.6399253731343284,0.6348314606741573
3,0.06692913385826772,0.06132075471698113,0.08208955223880597,0.08426966292134831
