R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.3725992317541613,0.07682458386683738,0.07682458386683738,0.14596670934699105
3,0.026888604353393086,0.011523687580025609,0.0076824583866837385,0.01792573623559539
4,0.02176696542893726,0.005121638924455826,0.008962868117797696,0.014084507042253521
5 6,0.07682458386683738,0.028169014084507043,0.04225352112676056,0.06658130601792574
