R:A::C:P,0 1,2,3,4 5,6
0 1,0.504424778761062,0.11061946902654868,0.08849557522123894,0.16371681415929204,0.13274336283185842
2,0.3333333333333333,0.16049382716049382,0.09876543209876543,0.20987654320987653,0.19753086419753085
3,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.4090909090909091,0.09090909090909091
4 5,0.1935483870967742,0.12903225806451613,0.16129032258064516,0.3548387096774194,0.16129032258064516
6,0.1875,0.1875,0.0625,0.5,0.0625
