R:A::C:P,0,1,2 5,3 4 6
0,0.022988505747126436,0.013649425287356323,0.008620689655172414,0.007902298850574713
1,0.06609195402298851,0.07255747126436782,0.04597701149425287,0.08908045977011494
2 5,0.040229885057471264,0.04454022988505747,0.07040229885057471,0.11135057471264367
3 4 6,0.05316091954022988,0.03735632183908046,0.11781609195402298,0.19827586206896552
