R:A::C:P,0 6,1 3,2,4 5
0 6,0.3114754098360656,0.273224043715847,0.09836065573770492,0.31693989071038253
1 3,0.3181818181818182,0.3575757575757576,0.13333333333333333,0.19090909090909092
2,0.20930232558139536,0.31976744186046513,0.1744186046511628,0.29651162790697677
4 5,0.28125,0.19791666666666666,0.14583333333333334,0.375
