R:A::C:P,0 1 6,2,3 4 5
0 1 6,0.8082191780821918,0.52,0.5737704918032787
2,0.136986301369863,0.32,0.26229508196721313
3 4 5,0.0547945205479452,0.16,0.16393442622950818
