R:A::C:P,0 1 4,2 5,3 6
0 1 4,0.7333333333333333,0.18888888888888888,0.07777777777777778
2 5,0.36666666666666664,0.43333333333333335,0.2
3 6,0.16666666666666666,0.16666666666666666,0.6666666666666666
