R:A::C:P,0 1 2,3,4 5 6
0 1 2,0.3017241379310345,0.05459770114942529,0.16810344827586207
3,0.03089080459770115,0.010775862068965518,0.031609195402298854
4 5 6,0.13864942528735633,0.0625,0.20114942528735633
