R:A::C:P,0,1,2,3,4,5,p
0,0.15853658536585366,0.036585365853658534,0.024390243902439025,0.0,0.0,0.0,0.012195121951219513
1,0.12195121951219512,0.15853658536585366,0.14634146341463414,0.012195121951219513,0.0,0.0,0.0
2,0.024390243902439025,0.08536585365853659,0.08536585365853659,0.036585365853658534,0.0,0.0,0.0
3,0.0,0.012195121951219513,0.024390243902439025,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.012195121951219513
5,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0
p,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.0
