R:A::C:P,0 1,2,3 4 5 6
0 1,0.4444444444444444,0.07936507936507936,0.15873015873015872
2,0.06349206349206349,0.07142857142857142,0.07936507936507936
3 4 5 6,0.015873015873015872,0.023809523809523808,0.06349206349206349
