R:A::C:P,0 2,1,3 4 5,6
0 2,0.1700404858299595,0.05263157894736842,0.11336032388663968,0.05263157894736842
1,0.22267206477732793,0.05668016194331984,0.13360323886639677,0.048582995951417005
3 4 5,0.044534412955465584,0.004048582995951417,0.06477732793522267,0.012145748987854251
6,0.004048582995951417,0.004048582995951417,0.016194331983805668,0.0
