R:A::C:P,0,1,2 5,3 4 6
0,0.3230769230769231,0.1724137931034483,0.08333333333333333,0.11827956989247312
1,0.5076923076923077,0.4827586206896552,0.48333333333333334,0.40860215053763443
2 5,0.13846153846153847,0.27586206896551724,0.3,0.2903225806451613
3 4 6,0.03076923076923077,0.06896551724137931,0.13333333333333333,0.1827956989247312
