R:A::C:P,0,1,2 5,3 4 6
0,0.08502024291497975,0.020242914979757085,0.020242914979757085,0.044534412955465584
1,0.13360323886639677,0.05668016194331984,0.11740890688259109,0.15384615384615385
2 5,0.03643724696356275,0.032388663967611336,0.0728744939271255,0.10931174089068826
3 4 6,0.008097165991902834,0.008097165991902834,0.032388663967611336,0.06882591093117409
