R:A::C:P,0,1,2 5,3 4 6
0,0.5,0.11904761904761904,0.11904761904761904,0.2619047619047619
1,0.2894736842105263,0.12280701754385964,0.2543859649122807,0.3333333333333333
2 5,0.14516129032258066,0.12903225806451613,0.2903225806451613,0.43548387096774194
3 4 6,0.06896551724137931,0.06896551724137931,0.27586206896551724,0.5862068965517241
