R:A::C:P,0 1,2,3 4 5,6
0 1,0.8484848484848485,0.45454545454545453,0.5555555555555556,0.0
2,0.12121212121212122,0.4090909090909091,0.2777777777777778,0.0
3 4 5,0.030303030303030304,0.13636363636363635,0.1388888888888889,1.0
6,0.0,0.0,0.027777777777777776,0.0
