R:A::C:P,0 1,2 5,3 4 6
0 1,0.29554655870445345,0.13765182186234817,0.19838056680161945
2 5,0.06882591093117409,0.0728744939271255,0.10931174089068826
3 4 6,0.016194331983805668,0.032388663967611336,0.06882591093117409
