R:A::C:P,0 1,2 5,3 4 6
0 1,0.776595744680851,0.5666666666666667,0.5268817204301075
2 5,0.18085106382978725,0.3,0.2903225806451613
3 4 6,0.0425531914893617,0.13333333333333333,0.1827956989247312
