R:A::C:P,0 1,2,3,4 5 6
0 1,0.8484848484848485,0.45454545454545453,0.4,0.6086956521739131
2,0.12121212121212122,0.4090909090909091,0.3333333333333333,0.21739130434782608
3,0.0,0.045454545454545456,0.13333333333333333,0.08695652173913043
4 5 6,0.030303030303030304,0.09090909090909091,0.13333333333333333,0.08695652173913043
