R:A::C:P,0 5,1,2 3,4 6
0 5,0.2962962962962963,0.1724137931034483,0.1518987341772152,0.15517241379310345
1,0.49382716049382713,0.4827586206896552,0.4430379746835443,0.43103448275862066
2 3,0.1728395061728395,0.3103448275862069,0.31645569620253167,0.3103448275862069
4 6,0.037037037037037035,0.034482758620689655,0.08860759493670886,0.10344827586206896
