R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.5471698113207547,0.15723270440251572,0.0880503144654088,0.08176100628930817
3,0.018867924528301886,0.012578616352201259,0.012578616352201259,0.0
4,0.012578616352201259,0.012578616352201259,0.018867924528301886,0.0
5 6,0.018867924528301886,0.012578616352201259,0.0,0.006289308176100629
