R:A::C:P,0 2,1,3 4 5 6
0 2,0.28199052132701424,0.2948717948717949,0.21875
1,0.3104265402843602,0.43162393162393164,0.20244565217391305
3 4 5 6,0.4075829383886256,0.27350427350427353,0.5788043478260869
