R:A::C:P,0 2,1,3 4 5 6
0 2,0.08548850574712644,0.04956896551724138,0.11566091954022989
1,0.09410919540229885,0.07255747126436782,0.10704022988505747
3 4 5 6,0.1235632183908046,0.04597701149425287,0.30603448275862066
