R:A::C:P,0,1 5,2 3 6,4
0,0.43243243243243246,0.32432432432432434,0.16216216216216217,0.08108108108108109
1 5,0.22851153039832284,0.3165618448637317,0.32075471698113206,0.13417190775681342
2 3 6,0.13671875,0.2799479166666667,0.4479166666666667,0.13541666666666666
4,0.1095890410958904,0.1917808219178082,0.4794520547945205,0.2191780821917808
