R:A::C:P,0 1 5,2 4,3
0 1 5,0.8478260869565217,0.5217391304347826,0.45454545454545453
2 4,0.15217391304347827,0.34782608695652173,0.5454545454545454
3,0.0,0.13043478260869565,0.0
