R:A::C:P,0 1 2 3,4 6,5
0 1 2 3,0.9285714285714286,0.8181818181818182,1.0
4 6,0.047619047619047616,0.13636363636363635,0.0
5,0.023809523809523808,0.045454545454545456,0.0
