R:A::C:P,0 5,1 2,3 6,4
0 5,0.048132183908045974,0.034482758620689655,0.02514367816091954,0.014367816091954023
1 2,0.13649425287356323,0.16594827586206898,0.10847701149425287,0.0603448275862069
3 6,0.10775862068965517,0.07327586206896551,0.12284482758620689,0.05028735632183908
4,0.01221264367816092,0.015086206896551725,0.013649425287356323,0.011494252873563218
