R:A::C:P,0 3,1,2 6,4 5
0 3,0.3333333333333333,0.17073170731707318,0.21138211382113822,0.2845528455284553
1,0.325,0.25,0.25,0.175
2 6,0.2624113475177305,0.1702127659574468,0.2553191489361702,0.3120567375886525
4 5,0.2604166666666667,0.08333333333333333,0.28125,0.375
