R:A::C:P,0,1,2,3,4 5,6
0,28,8,4,3,12,5
1,47,31,21,17,25,25
2,10,17,13,8,17,16
3,1,1,6,3,9,2
4 5,6,0,4,5,11,5
6,1,2,3,1,8,1
