R:A::C:P,0 1 2,3 5,4,6
0 1 2,0.5753424657534246,0.1917808219178082,0.1232876712328767,0.1095890410958904
3 5,0.41414141414141414,0.3181818181818182,0.14646464646464646,0.12121212121212122
4,0.3972602739726027,0.3013698630136986,0.2191780821917808,0.0821917808219178
6,0.319693094629156,0.3145780051150895,0.14066496163682865,0.22506393861892582
