R:A::C:P,0,1 6,2 4,3 5
0,0.4666666666666667,0.21666666666666667,0.18333333333333332,0.13333333333333333
1 6,0.26373626373626374,0.3241758241758242,0.27472527472527475,0.13736263736263737
2 4,0.12631578947368421,0.3684210526315789,0.3473684210526316,0.15789473684210525
3 5,0.1282051282051282,0.15384615384615385,0.358974358974359,0.358974358974359
