R:A::C:P,0,1 6,2 4,3 5
0,0.3010752688172043,0.11504424778761062,0.10185185185185185,0.12903225806451613
1 6,0.5161290322580645,0.5221238938053098,0.46296296296296297,0.4032258064516129
2 4,0.12903225806451613,0.30973451327433627,0.3055555555555556,0.24193548387096775
3 5,0.053763440860215055,0.05309734513274336,0.12962962962962962,0.22580645161290322
