R:A::C:P,0 1,2,3,4 5 6
0 1,0.8285714285714286,0.52,0.45161290322580644,0.6060606060606061
2,0.11428571428571428,0.32,0.3548387096774194,0.21212121212121213
3,0.014285714285714285,0.08,0.06451612903225806,0.06060606060606061
4 5 6,0.04285714285714286,0.08,0.12903225806451613,0.12121212121212122
