R:A::C:P,0,1 2,3 4,5,6
0,0.4666666666666667,0.2,0.16666666666666666,0.08333333333333333,0.08333333333333333
1 2,0.23076923076923078,0.3319838056680162,0.23076923076923078,0.04048582995951417,0.1659919028340081
3 4,0.08333333333333333,0.25,0.4444444444444444,0.1111111111111111,0.1111111111111111
5,0.23529411764705882,0.11764705882352941,0.29411764705882354,0.17647058823529413,0.17647058823529413
6,0.0625,0.3125,0.375,0.1875,0.0625
