R:A::C:P,0,1 3 5 6,2,4
0,0.16911764705882354,0.07390300230946882,0.05660377358490566,0.11320754716981132
1 3 5 6,0.6102941176470589,0.6720554272517321,0.5754716981132075,0.5849056603773585
2,0.16911764705882354,0.21709006928406466,0.2830188679245283,0.2358490566037736
4,0.051470588235294115,0.03695150115473441,0.08490566037735849,0.0660377358490566
