R:A::C:P,0 4 6,1 2,3 5
0 4 6,0.6271186440677966,0.2033898305084746,0.1694915254237288
1 2,0.48214285714285715,0.32142857142857145,0.19642857142857142
3 5,0.25,0.35,0.4
