R:A::C:P,0 4,1,2 6,3,5
0 4,0.6037735849056604,0.09433962264150944,0.18867924528301888,0.09433962264150944,0.018867924528301886
1,0.40350877192982454,0.12280701754385964,0.2982456140350877,0.11403508771929824,0.06140350877192982
2 6,0.23333333333333334,0.15,0.3333333333333333,0.18333333333333332,0.1
3,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666
5,0.25,0.0,0.5,0.25,0.0
