R:A::C:P,0 2 4 5,1,3 6
0 2 4 5,0.581081081081081,0.16602316602316602,0.2528957528957529
1,0.5406824146981627,0.2650918635170604,0.1942257217847769
3 6,0.5578093306288032,0.09533468559837728,0.34685598377281945
