R:A::C:P,0 1,2 3 4,5 6
0 1,0.5523809523809524,0.38095238095238093,0.06666666666666667
2 3 4,0.20833333333333334,0.6666666666666666,0.125
5 6,0.3333333333333333,0.5,0.16666666666666666
