R:A::C:P,0,1,2 6,3 5,4
0,0.053231939163498096,0.022813688212927757,0.022813688212927757,0.02091254752851711,0.009505703422053232
1,0.12737642585551331,0.0817490494296578,0.09695817490494296,0.07224334600760456,0.051330798479087454
2 6,0.043726235741444866,0.045627376425855515,0.08745247148288973,0.07034220532319392,0.034220532319391636
3 5,0.017110266159695818,0.009505703422053232,0.03612167300380228,0.03612167300380228,0.015209125475285171
4,0.005703422053231939,0.0038022813688212928,0.02091254752851711,0.015209125475285171,0.0
