R:A::C:P,0 1,2,3 4,5,6
0 1,0.46794871794871795,0.16666666666666666,0.21794871794871795,0.05128205128205128,0.09615384615384616
2,0.2777777777777778,0.18518518518518517,0.25925925925925924,0.09259259259259259,0.18518518518518517
3 4,0.08695652173913043,0.21739130434782608,0.5217391304347826,0.08695652173913043,0.08695652173913043
5,0.25,0.375,0.25,0.0,0.125
6,0.3333333333333333,0.0,0.5,0.16666666666666666,0.0
