R:A::C:P,0,1 4,2,3 6,5
0,0.3939393939393939,0.24444444444444444,0.045454545454545456,0.0,0.2222222222222222
1 4,0.45454545454545453,0.6,0.45454545454545453,0.4117647058823529,0.4444444444444444
2,0.12121212121212122,0.13333333333333333,0.4090909090909091,0.29411764705882354,0.3333333333333333
3 6,0.0,0.022222222222222223,0.045454545454545456,0.23529411764705882,0.0
5,0.030303030303030304,0.0,0.045454545454545456,0.058823529411764705,0.0
