R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.8985507246376812,0.6857142857142857,0.8043478260869565,0.8928571428571429
3,0.028985507246376812,0.11428571428571428,0.06521739130434782,0.03571428571428571
4 5,0.057971014492753624,0.11428571428571428,0.10869565217391304,0.07142857142857142
6,0.014492753623188406,0.08571428571428572,0.021739130434782608,0.0
