R:A::C:P,antag,fool,other,protag
antag,0.036585365853658534,0.012195121951219513,0.07317073170731707,0.024390243902439025
fool,0.012195121951219513,0.0,0.0,0.012195121951219513
other,0.15853658536585366,0.0,0.12195121951219512,0.1951219512195122
protag,0.07317073170731707,0.012195121951219513,0.06097560975609756,0.2073170731707317
