R:A::C:P,antag,fool,other,protag
antag,0.25,0.08333333333333333,0.5,0.16666666666666666
fool,0.5,0.0,0.0,0.5
other,0.3333333333333333,0.0,0.2564102564102564,0.41025641025641024
protag,0.20689655172413793,0.034482758620689655,0.1724137931034483,0.5862068965517241
