R:A::C:P,0 3,1,2 4 5 6
0 3,0.3333333333333333,0.17073170731707318,0.4959349593495935
1,0.325,0.25,0.425
2 4 5 6,0.2619047619047619,0.14814814814814814,0.58994708994709
