R:A::C:P,0 3,1,2 4 5 6
0 3,0.052496798975672214,0.026888604353393086,0.07810499359795134
1,0.11651728553137004,0.08962868117797695,0.1523687580025608
2 4 5 6,0.1267605633802817,0.07170294494238157,0.2855313700384123
