R:A::C:P,0 1,2,3 4,5,6
0 1,0.21254801536491677,0.052496798975672214,0.09090909090909091,0.04481434058898848,0.05121638924455826
2,0.06914212548015365,0.03841229193341869,0.06274007682458387,0.03329065300896287,0.016645326504481434
3 4,0.02560819462227913,0.023047375160051217,0.03329065300896287,0.020486555697823303,0.011523687580025609
5,0.01792573623559539,0.006402048655569782,0.020486555697823303,0.015364916773367477,0.012804097311139564
6,0.03713188220230474,0.015364916773367477,0.0499359795134443,0.016645326504481434,0.02176696542893726
