R:A::C:P,0 2,1,3 4,5,6
0 2,0.08548850574712644,0.04956896551724138,0.05890804597701149,0.028017241379310345,0.028735632183908046
1,0.09410919540229885,0.07255747126436782,0.0603448275862069,0.017959770114942528,0.028735632183908046
3 4,0.040229885057471264,0.011494252873563218,0.042385057471264365,0.017959770114942528,0.013649425287356323
5,0.01939655172413793,0.008620689655172414,0.023706896551724137,0.009339080459770116,0.007902298850574713
6,0.0639367816091954,0.02586206896551724,0.07902298850574713,0.04885057471264368,0.06321839080459771
