R:A::C:P,0 3,1 4,2,5 6
0 3,0.11336032388663968,0.048582995951417005,0.02834008097165992,0.02834008097165992
1 4,0.19838056680161945,0.12955465587044535,0.09716599190283401,0.08097165991902834
2,0.06072874493927125,0.05668016194331984,0.04048582995951417,0.06072874493927125
5 6,0.032388663967611336,0.004048582995951417,0.012145748987854251,0.008097165991902834
