R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.33624454148471616,0.1694915254237288,0.21568627450980393,0.24324324324324326
1,0.42358078602620086,0.5254237288135594,0.4117647058823529,0.4594594594594595
2,0.18777292576419213,0.288135593220339,0.2549019607843137,0.21621621621621623
3,0.05240174672489083,0.01694915254237288,0.11764705882352941,0.08108108108108109
