R:A::C:P,0 4,1 6,2 5,3
0 4,0.3368421052631579,0.15789473684210525,0.11666666666666667,0.14285714285714285
1 6,0.49473684210526314,0.47368421052631576,0.5,0.45714285714285713
2 5,0.15789473684210525,0.3333333333333333,0.3,0.2857142857142857
3,0.010526315789473684,0.03508771929824561,0.08333333333333333,0.11428571428571428
