R:A::C:P,0 4,1 6,2 5,3
0 4,0.12955465587044535,0.03643724696356275,0.02834008097165992,0.020242914979757085
1 6,0.1902834008097166,0.10931174089068826,0.1214574898785425,0.06477732793522267
2 5,0.06072874493927125,0.07692307692307693,0.0728744939271255,0.04048582995951417
3,0.004048582995951417,0.008097165991902834,0.020242914979757085,0.016194331983805668
