R:A::C:P,0,1 6,2 3 4 5
0,0.4117647058823529,0.20588235294117646,0.38235294117647056
1 6,0.27756653992395436,0.2509505703422053,0.4714828897338403
2 3 4 5,0.14871794871794872,0.26153846153846155,0.5897435897435898
