R:A::C:P,0 4,1,2 6,3,5
0 4,0.29333333333333333,0.13559322033898305,0.12380952380952381,0.10810810810810811,0.2
1,0.4533333333333333,0.5254237288135594,0.4380952380952381,0.4594594594594595,0.16
2 6,0.18,0.3220338983050847,0.3142857142857143,0.24324324324324326,0.36
3,0.04,0.01694915254237288,0.0761904761904762,0.08108108108108109,0.16
5,0.03333333333333333,0.0,0.047619047619047616,0.10810810810810811,0.12
