R:A::C:P,0,1 5,2,3 4 6
0,0.3230769230769231,0.13333333333333333,0.09090909090909091,0.11827956989247312
1 5,0.5384615384615384,0.4666666666666667,0.5681818181818182,0.44086021505376344
2,0.1076923076923077,0.28888888888888886,0.22727272727272727,0.25806451612903225
3 4 6,0.03076923076923077,0.1111111111111111,0.11363636363636363,0.1827956989247312
