R:A::C:P,0,1 5,2,3 4 6
0,0.5,0.14285714285714285,0.09523809523809523,0.2619047619047619
1 5,0.28688524590163933,0.1721311475409836,0.20491803278688525,0.3360655737704918
2,0.12962962962962962,0.24074074074074073,0.18518518518518517,0.4444444444444444
3 4 6,0.06896551724137931,0.1724137931034483,0.1724137931034483,0.5862068965517241
