R:A::C:P,0,1 3 6,2 4,5
0,0.3939393939393939,0.14,0.14705882352941177,0.2222222222222222
1 3 6,0.42424242424242425,0.64,0.4411764705882353,0.4444444444444444
2 4,0.15151515151515152,0.2,0.38235294117647056,0.3333333333333333
5,0.030303030303030304,0.02,0.029411764705882353,0.0
