R:A::C:P,comedy,history,tragedy
comedy,0.21951219512195122,0.012195121951219513,0.0975609756097561
history,0.036585365853658534,0.21951219512195122,0.024390243902439025
tragedy,0.0975609756097561,0.024390243902439025,0.2682926829268293
