R:A::C:P,0,1 6,2 4,3,5
0,0.022988505747126436,0.015086206896551725,0.009339080459770116,0.0021551724137931034,0.0035919540229885057
1 6,0.10129310344827586,0.1903735632183908,0.13218390804597702,0.0639367816091954,0.0668103448275862
2 4,0.033764367816091954,0.07112068965517242,0.07686781609195402,0.03735632183908046,0.03089080459770115
3,0.01221264367816092,0.017241379310344827,0.021551724137931036,0.010775862068965518,0.011494252873563218
5,0.01221264367816092,0.016522988505747127,0.017241379310344827,0.013649425287356323,0.009339080459770116
