R:A::C:P,0,1 2,3,4,5,6
0,32,26,3,6,5,2
1 2,131,231,73,84,59,78
3,17,26,15,15,16,13
4,8,21,13,16,9,6
5,17,22,19,14,13,11
6,49,76,55,55,68,88
