R:A::C:P,0,1 6,2 3 5,4
0,0.022988505747126436,0.015086206896551725,0.010775862068965518,0.004310344827586207
1 6,0.10129310344827586,0.1903735632183908,0.1875,0.07543103448275862
2 3 5,0.05244252873563218,0.09698275862068965,0.14511494252873564,0.04525862068965517
4,0.005747126436781609,0.007902298850574713,0.027298850574712645,0.011494252873563218
