R:A::C:P,0,1 3 5,2,4 6
0,0.12598425196850394,0.04639175257731959,0.041666666666666664,0.020618556701030927
1 3 5,0.49606299212598426,0.422680412371134,0.38095238095238093,0.36855670103092786
2,0.15354330708661418,0.211340206185567,0.24404761904761904,0.18556701030927836
4 6,0.22440944881889763,0.31958762886597936,0.3333333333333333,0.4252577319587629
